server_id,date,total_messages,new_members,active_members,total_members,day_of_week,is_weekend
server_002,2026-02-16,294,0,98,103,0,0
server_002,2026-02-17,180,0,25,103,1,0
server_002,2026-02-18,148,3,19,106,2,0
server_002,2026-02-19,310,0,47,106,3,0
server_002,2026-02-20,360,0,41,106,4,0
server_002,2026-02-21,265,0,34,106,5,1
server_002,2026-02-22,85,3,13,109,6,1
server_002,2026-02-23,207,2,53,111,0,0
server_002,2026-02-24,326,2,84,113,1,0
server_002,2026-02-25,165,0,36,113,2,0
server_002,2026-02-26,179,0,37,113,3,0
server_002,2026-02-27,157,1,80,114,4,0
server_002,2026-02-28,370,0,114,114,5,1
server_002,2026-03-01,391,1,79,115,6,1
server_002,2026-03-02,239,0,35,115,0,0
server_002,2026-03-03,248,3,63,118,1,0
server_002,2026-03-04,171,0,118,118,2,0
server_002,2026-03-05,188,2,42,120,3,0
server_002,2026-03-06,269,14,39,134,4,0
server_002,2026-03-07,252,1,50,135,5,1
server_002,2026-03-08,474,5,79,140,6,1
server_002,2026-03-09,254,0,85,140,0,0
server_002,2026-03-10,390,2,142,142,1,0
server_002,2026-03-11,239,3,49,145,2,0
server_002,2026-03-12,359,0,44,145,3,0
server_002,2026-03-13,269,0,56,145,4,0
server_002,2026-03-14,246,2,83,147,5,1
server_002,2026-03-15,199,0,70,147,6,1
server_002,2026-03-16,12,0,7,147,0,0
server_002,2026-03-17,110,3,30,150,1,0
server_002,2026-03-18,222,1,79,151,2,0
server_002,2026-03-19,193,1,101,152,3,0
server_002,2026-03-20,282,2,61,154,4,0
server_002,2026-03-21,315,0,42,154,5,1
server_002,2026-03-22,227,0,42,154,6,1
server_002,2026-03-23,320,0,106,154,0,0
server_002,2026-03-24,98,0,13,154,1,0
server_002,2026-03-25,204,0,38,154,2,0
server_002,2026-03-26,340,1,155,155,3,0
server_002,2026-03-27,100,2,13,157,4,0
server_002,2026-03-28,397,0,70,157,5,1
server_002,2026-03-29,257,0,88,157,6,1
server_002,2026-03-30,173,2,26,159,0,0
server_002,2026-03-31,146,0,24,159,1,0
server_002,2026-04-01,161,0,159,159,2,0
server_002,2026-04-02,196,1,51,160,3,0
server_002,2026-04-03,433,0,56,160,4,0
server_002,2026-04-04,413,0,108,160,5,1
server_002,2026-04-05,272,0,54,160,6,1
server_002,2026-04-06,142,0,28,160,0,0
server_002,2026-04-07,481,0,160,160,1,0
server_002,2026-04-08,245,2,41,162,2,0
server_002,2026-04-09,153,0,33,162,3,0
server_002,2026-04-10,247,1,163,163,4,0
server_002,2026-04-11,328,1,50,164,5,1
server_002,2026-04-12,480,1,43,165,6,1
server_002,2026-04-13,265,1,55,166,0,0
server_002,2026-04-14,355,1,167,167,1,0
server_002,2026-04-15,205,2,68,169,2,0
server_002,2026-04-16,315,1,81,170,3,0
server_002,2026-04-17,223,2,58,172,4,0
server_002,2026-04-18,238,3,84,175,5,1
server_002,2026-04-19,208,4,38,179,6,1
server_002,2026-04-20,305,1,156,180,0,0
server_002,2026-04-21,167,16,85,196,1,0
server_002,2026-04-22,252,0,34,196,2,0
server_002,2026-04-23,359,1,74,197,3,0
server_002,2026-04-24,331,0,197,197,4,0
server_002,2026-04-25,183,2,50,199,5,1
server_002,2026-04-26,297,11,47,210,6,1
server_002,2026-04-27,158,1,34,211,0,0
server_002,2026-04-28,34,0,9,211,1,0
server_002,2026-04-29,325,1,49,212,2,0
server_002,2026-04-30,383,2,68,214,3,0
server_002,2026-05-01,160,1,37,215,4,0
server_002,2026-05-02,278,0,59,215,5,1
server_002,2026-05-03,383,3,64,218,6,1
server_002,2026-05-04,314,2,37,220,0,0
server_002,2026-05-05,240,1,30,221,1,0
server_002,2026-05-06,188,1,62,222,2,0
server_002,2026-05-07,219,3,76,225,3,0
server_002,2026-05-08,296,1,79,226,4,0
server_002,2026-05-09,269,6,90,232,5,1
server_002,2026-05-10,193,0,98,232,6,1
server_002,2026-05-11,190,2,35,234,0,0
server_002,2026-05-12,103,0,38,234,1,0
server_002,2026-05-13,177,0,40,234,2,0
server_002,2026-05-14,208,0,37,234,3,0
server_002,2026-05-15,273,0,49,234,4,0
server_002,2026-05-16,332,5,50,239,5,1
server_002,2026-05-17,215,2,55,241,6,1
server_002,2026-05-18,226,7,36,248,0,0
server_002,2026-05-19,356,18,53,266,1,0
server_002,2026-05-20,130,1,46,267,2,0
server_002,2026-05-21,239,8,41,275,3,0
server_002,2026-05-22,338,2,49,277,4,0
server_002,2026-05-23,232,2,62,279,5,1
server_002,2026-05-24,232,0,82,279,6,1
server_002,2026-05-25,426,0,75,279,0,0
server_002,2026-05-26,395,0,82,279,1,0
server_002,2026-05-27,308,2,28,281,2,0
server_002,2026-05-28,257,5,66,286,3,0
server_002,2026-05-29,97,0,23,286,4,0
server_002,2026-05-30,286,0,42,286,5,1
server_002,2026-05-31,312,0,41,286,6,1
server_002,2026-06-01,204,3,43,289,0,0
server_002,2026-06-02,316,2,67,291,1,0
server_002,2026-06-03,329,0,59,291,2,0
server_002,2026-06-04,222,1,19,292,3,0
server_002,2026-06-05,292,5,77,297,4,0
server_002,2026-06-06,171,1,61,298,5,1
server_002,2026-06-07,112,2,13,300,6,1
server_002,2026-06-08,330,2,37,302,0,0
server_002,2026-06-09,332,0,86,302,1,0
server_002,2026-06-10,247,1,35,303,2,0
server_002,2026-06-11,241,0,45,303,3,0
server_002,2026-06-12,276,0,40,303,4,0
server_002,2026-06-13,306,0,303,303,5,1
server_002,2026-06-14,156,1,54,304,6,1
server_002,2026-06-15,271,1,70,305,0,0
server_002,2026-06-16,63,20,14,325,1,0
server_003,2025-12-18,198,5,5,5,3,0
server_003,2025-12-19,180,2,7,7,4,0
server_003,2025-12-20,215,1,8,8,5,1
server_003,2025-12-21,186,1,9,9,6,1
server_003,2025-12-22,239,0,9,9,0,0
server_003,2025-12-23,267,7,16,16,1,0
server_003,2025-12-24,165,1,17,17,2,0
server_003,2025-12-25,142,1,18,18,3,0
server_003,2025-12-26,252,2,20,20,4,0
server_003,2025-12-27,266,0,20,20,5,1
server_003,2025-12-28,191,0,20,20,6,1
server_003,2025-12-29,209,2,22,22,0,0
server_003,2025-12-30,357,4,26,26,1,0
server_003,2025-12-31,203,2,27,28,2,0
server_003,2026-01-01,203,2,28,30,3,0
server_003,2026-01-02,218,13,43,43,4,0
server_003,2026-01-03,192,0,43,43,5,1
server_003,2026-01-04,320,2,45,45,6,1
server_003,2026-01-05,185,4,41,49,0,0
server_003,2026-01-06,304,1,33,50,1,0
server_003,2026-01-07,194,2,34,52,2,0
server_003,2026-01-08,97,0,19,52,3,0
server_003,2026-01-09,161,0,52,52,4,0
server_003,2026-01-10,267,0,52,52,5,1
server_003,2026-01-11,407,1,53,53,6,1
server_003,2026-01-12,172,3,43,56,0,0
server_003,2026-01-13,85,3,22,59,1,0
server_003,2026-01-14,278,1,57,60,2,0
server_003,2026-01-15,310,1,61,61,3,0
server_003,2026-01-16,184,5,66,66,4,0
server_003,2026-01-17,338,5,48,71,5,1
server_003,2026-01-18,248,0,40,71,6,1
server_003,2026-01-19,155,1,25,72,0,0
server_003,2026-01-20,95,14,23,86,1,0
server_003,2026-01-21,112,1,15,87,2,0
server_003,2026-01-22,134,4,71,91,3,0
server_003,2026-01-23,190,9,35,100,4,0
server_003,2026-01-24,276,9,43,109,5,1
server_003,2026-01-25,121,2,31,111,6,1
server_003,2026-01-26,318,4,33,115,0,0
server_003,2026-01-27,268,0,115,115,1,0
server_003,2026-01-28,285,2,49,117,2,0
server_003,2026-01-29,174,2,44,119,3,0
server_003,2026-01-30,215,2,71,121,4,0
server_003,2026-01-31,209,1,30,122,5,1
server_003,2026-02-01,199,0,67,122,6,1
server_003,2026-02-02,402,4,80,126,0,0
server_003,2026-02-03,117,4,29,130,1,0
server_003,2026-02-04,172,1,48,131,2,0
server_003,2026-02-05,271,6,137,137,3,0
server_003,2026-02-06,152,1,41,138,4,0
server_003,2026-02-07,300,1,52,139,5,1
server_003,2026-02-08,363,3,142,142,6,1
server_003,2026-02-09,160,2,80,144,0,0
server_003,2026-02-10,171,0,62,144,1,0
server_003,2026-02-11,124,4,31,148,2,0
server_003,2026-02-12,160,0,45,148,3,0
server_003,2026-02-13,213,0,46,148,4,0
server_003,2026-02-14,265,0,148,148,5,1
server_003,2026-02-15,379,2,96,150,6,1
server_003,2026-02-16,292,7,52,157,0,0
server_003,2026-02-17,190,0,96,157,1,0
server_003,2026-02-18,244,0,23,157,2,0
server_003,2026-02-19,292,13,170,170,3,0
server_003,2026-02-20,211,4,74,174,4,0
server_003,2026-02-21,414,6,82,180,5,1
server_003,2026-02-22,241,4,184,184,6,1
server_003,2026-02-23,180,1,24,185,0,0
server_003,2026-02-24,219,7,31,192,1,0
server_003,2026-02-25,264,4,39,196,2,0
server_003,2026-02-26,198,3,40,199,3,0
server_003,2026-02-27,212,5,56,204,4,0
server_003,2026-02-28,271,0,70,204,5,1
server_003,2026-03-01,386,3,82,207,6,1
server_003,2026-03-02,186,2,64,209,0,0
server_003,2026-03-03,146,0,39,209,1,0
server_003,2026-03-04,367,0,188,209,2,0
server_003,2026-03-05,206,0,37,209,3,0
server_003,2026-03-06,136,3,23,212,4,0
server_003,2026-03-07,399,0,53,212,5,1
server_003,2026-03-08,454,0,79,212,6,1
server_003,2026-03-09,107,0,110,212,0,0
server_003,2026-03-10,387,0,134,212,1,0
server_003,2026-03-11,230,4,61,216,2,0
server_003,2026-03-12,111,2,56,218,3,0
server_003,2026-03-13,214,1,45,219,4,0
server_003,2026-03-14,253,1,51,220,5,1
server_003,2026-03-15,120,1,42,221,6,1
server_003,2026-03-16,149,7,32,228,0,0
server_003,2026-03-17,190,0,29,228,1,0
server_003,2026-03-18,135,3,72,231,2,0
server_003,2026-03-19,180,2,182,233,3,0
server_003,2026-03-20,454,0,232,233,4,0
server_003,2026-03-21,329,2,66,235,5,1
server_003,2026-03-22,229,4,33,239,6,1
server_003,2026-03-23,223,0,58,239,0,0
server_003,2026-03-24,173,0,38,239,1,0
server_003,2026-03-25,204,1,40,240,2,0
server_003,2026-03-26,206,0,43,240,3,0
server_003,2026-03-27,318,0,240,240,4,0
server_003,2026-03-28,168,1,30,241,5,1
server_003,2026-03-29,322,2,34,243,6,1
server_003,2026-03-30,167,2,17,245,0,0
server_003,2026-03-31,208,11,211,256,1,0
server_003,2026-04-01,172,0,27,256,2,0
server_003,2026-04-02,187,1,36,257,3,0
server_003,2026-04-03,118,4,23,261,4,0
server_003,2026-04-04,268,0,71,261,5,1
server_003,2026-04-05,192,0,51,261,6,1
server_003,2026-04-06,117,2,28,263,0,0
server_003,2026-04-07,292,4,73,267,1,0
server_003,2026-04-08,189,0,34,267,2,0
server_003,2026-04-09,269,3,139,270,3,0
server_003,2026-04-10,372,8,55,278,4,0
server_003,2026-04-11,212,1,44,279,5,1
server_003,2026-04-12,151,2,31,281,6,1
server_003,2026-04-13,180,1,26,282,0,0
server_003,2026-04-14,310,0,39,282,1,0
server_003,2026-04-15,276,0,48,282,2,0
server_003,2026-04-16,358,0,51,282,3,0
server_003,2026-04-17,387,0,197,282,4,0
server_003,2026-04-18,235,0,36,282,5,1
server_003,2026-04-19,362,0,181,282,6,1
server_003,2026-04-20,310,5,34,287,0,0
server_003,2026-04-21,267,0,66,287,1,0
server_003,2026-04-22,214,2,24,289,2,0
server_003,2026-04-23,179,2,35,291,3,0
server_003,2026-04-24,157,0,56,291,4,0
server_003,2026-04-25,154,0,54,291,5,1
server_003,2026-04-26,386,0,46,291,6,1
server_003,2026-04-27,384,3,97,294,0,0
server_003,2026-04-28,304,2,55,296,1,0
server_003,2026-04-29,70,7,15,303,2,0
server_003,2026-04-30,342,2,50,305,3,0
server_003,2026-05-01,217,0,74,305,4,0
server_003,2026-05-02,280,1,56,306,5,1
server_003,2026-05-03,52,1,11,307,6,1
server_003,2026-05-04,119,4,34,311,0,0
server_003,2026-05-05,251,0,88,311,1,0
server_003,2026-05-06,341,0,173,311,2,0
server_003,2026-05-07,218,5,219,316,3,0
server_003,2026-05-08,300,2,151,318,4,0
server_003,2026-05-09,344,1,89,319,5,1
server_003,2026-05-10,108,1,15,320,6,1
server_003,2026-05-11,196,1,69,321,0,0
server_003,2026-05-12,219,3,21,324,1,0
server_003,2026-05-13,423,0,52,324,2,0
server_003,2026-05-14,77,0,13,324,3,0
server_003,2026-05-15,232,0,40,324,4,0
server_003,2026-05-16,365,0,64,324,5,1
server_003,2026-05-17,388,0,53,324,6,1
server_003,2026-05-18,49,7,19,331,0,0
server_003,2026-05-19,349,2,118,333,1,0
server_003,2026-05-20,182,4,50,337,2,0
server_003,2026-05-21,382,3,67,340,3,0
server_003,2026-05-22,107,1,24,341,4,0
server_003,2026-05-23,297,2,51,343,5,1
server_003,2026-05-24,49,1,11,344,6,1
server_003,2026-05-25,290,8,36,352,0,0
server_003,2026-05-26,134,3,31,355,1,0
server_003,2026-05-27,228,0,118,355,2,0
server_003,2026-05-28,333,0,112,355,3,0
server_003,2026-05-29,207,2,70,357,4,0
server_003,2026-05-30,420,0,85,357,5,1
server_003,2026-05-31,263,0,53,357,6,1
server_003,2026-06-01,145,1,23,358,0,0
server_003,2026-06-02,334,0,170,358,1,0
server_003,2026-06-03,115,1,27,359,2,0
server_003,2026-06-04,182,2,48,361,3,0
server_003,2026-06-05,203,0,38,361,4,0
server_003,2026-06-06,140,1,22,362,5,1
server_003,2026-06-07,427,0,88,362,6,1
server_003,2026-06-08,250,1,40,363,0,0
server_003,2026-06-09,405,0,60,363,1,0
server_003,2026-06-10,251,1,84,364,2,0
server_003,2026-06-11,413,0,142,364,3,0
server_003,2026-06-12,336,0,336,364,4,0
server_003,2026-06-13,260,1,262,365,5,1
server_003,2026-06-14,472,1,120,366,6,1
server_003,2026-06-15,133,8,26,374,0,0
server_003,2026-06-16,398,0,68,374,1,0
server_004,2025-12-18,342,2,2,2,3,0
server_004,2025-12-19,305,5,7,7,4,0
server_004,2025-12-20,247,0,7,7,5,1
server_004,2025-12-21,184,0,7,7,6,1
server_004,2025-12-22,302,1,8,8,0,0
server_004,2025-12-23,348,1,9,9,1,0
server_004,2025-12-24,304,9,18,18,2,0
server_004,2025-12-25,200,2,20,20,3,0
server_004,2025-12-26,340,3,23,23,4,0
server_004,2025-12-27,224,7,30,30,5,1
server_004,2025-12-28,366,0,30,30,6,1
server_004,2025-12-29,236,6,36,36,0,0
server_004,2025-12-30,275,1,37,37,1,0
server_004,2025-12-31,181,2,30,39,2,0
server_004,2026-01-01,314,0,39,39,3,0
server_004,2026-01-02,262,2,41,41,4,0
server_004,2026-01-03,366,1,42,42,5,1
server_004,2026-01-04,328,0,42,42,6,1
server_004,2026-01-05,316,4,46,46,0,0
server_004,2026-01-06,142,3,38,49,1,0
server_004,2026-01-07,224,0,37,49,2,0
server_004,2026-01-08,180,1,50,50,3,0
server_004,2026-01-09,31,4,19,54,4,0
server_004,2026-01-10,157,0,26,54,5,1
server_004,2026-01-11,363,23,73,77,6,1
server_004,2026-01-12,190,1,32,78,0,0
server_004,2026-01-13,242,2,43,80,1,0
server_004,2026-01-14,207,2,54,82,2,0
server_004,2026-01-15,175,3,28,85,3,0
server_004,2026-01-16,121,5,18,90,4,0
server_004,2026-01-17,251,2,52,92,5,1
server_004,2026-01-18,96,19,27,111,6,1
server_004,2026-01-19,286,0,111,111,0,0
server_004,2026-01-20,132,0,34,111,1,0
server_004,2026-01-21,106,0,30,111,2,0
server_004,2026-01-22,194,0,36,111,3,0
server_004,2026-01-23,135,0,31,111,4,0
server_004,2026-01-24,65,0,8,111,5,1
server_004,2026-01-25,206,1,36,112,6,1
server_004,2026-01-26,190,4,32,116,0,0
server_004,2026-01-27,174,3,39,119,1,0
server_004,2026-01-28,243,4,63,123,2,0
server_004,2026-01-29,173,4,34,127,3,0
server_004,2026-01-30,196,1,52,128,4,0
server_004,2026-01-31,320,0,57,128,5,1
server_004,2026-02-01,139,0,23,128,6,1
server_004,2026-02-02,0,1,5,129,0,0
server_004,2026-02-03,113,2,17,131,1,0
server_004,2026-02-04,228,1,119,132,2,0
server_004,2026-02-05,290,1,40,133,3,0
server_004,2026-02-06,378,2,58,135,4,0
server_004,2026-02-07,269,1,36,136,5,1
server_004,2026-02-08,290,2,98,138,6,1
server_004,2026-02-09,297,2,140,140,0,0
server_004,2026-02-10,181,5,30,145,1,0
server_004,2026-02-11,239,0,52,145,2,0
server_004,2026-02-12,332,2,71,147,3,0
server_004,2026-02-13,190,0,33,147,4,0
server_004,2026-02-14,36,2,17,149,5,1
server_004,2026-02-15,239,11,83,160,6,1
server_004,2026-02-16,116,2,28,162,0,0
server_004,2026-02-17,280,0,98,162,1,0
