channel_id,server_id,date,message_count,active_users
server_001_text_2,server_001,2026-05-05,167,27
server_001_text_1,server_001,2026-05-06,135,121
server_001_text_2,server_001,2026-05-06,213,106
server_001_text_1,server_001,2026-05-07,69,15
server_001_text_2,server_001,2026-05-07,40,13
server_001_text_1,server_001,2026-05-08,191,78
server_001_text_2,server_001,2026-05-08,32,16
server_001_text_1,server_001,2026-05-09,84,50
server_001_text_2,server_001,2026-05-09,161,40
server_001_text_1,server_001,2026-05-10,240,85
server_001_text_2,server_001,2026-05-10,186,37
server_001_text_1,server_001,2026-05-11,138,41
server_001_text_2,server_001,2026-05-11,62,15
server_001_text_1,server_001,2026-05-12,75,24
server_001_text_2,server_001,2026-05-12,102,24
server_001_text_1,server_001,2026-05-13,52,13
server_001_text_2,server_001,2026-05-13,110,20
server_001_text_1,server_001,2026-05-14,134,32
server_001_text_2,server_001,2026-05-14,95,32
server_001_text_1,server_001,2026-05-15,36,12
server_001_text_2,server_001,2026-05-15,224,28
server_001_text_1,server_001,2026-05-16,257,151
server_001_text_2,server_001,2026-05-16,41,20
server_001_text_1,server_001,2026-05-17,181,60
server_001_text_2,server_001,2026-05-17,87,43
server_001_text_1,server_001,2026-05-18,213,52
server_001_text_2,server_001,2026-05-18,119,52
server_001_text_1,server_001,2026-05-19,58,58
server_001_text_2,server_001,2026-05-19,149,49
server_001_text_1,server_001,2026-05-20,125,31
server_001_text_2,server_001,2026-05-20,98,48
server_001_text_1,server_001,2026-05-21,178,33
server_001_text_2,server_001,2026-05-21,21,10
server_001_text_1,server_001,2026-05-22,108,27
server_001_text_2,server_001,2026-05-22,118,19
server_001_text_1,server_001,2026-05-23,97,59
server_001_text_2,server_001,2026-05-23,183,45
server_001_text_1,server_001,2026-05-24,34,17
server_001_text_2,server_001,2026-05-24,124,34
server_001_text_1,server_001,2026-05-25,145,22
server_001_text_2,server_001,2026-05-25,19,6
server_001_text_1,server_001,2026-05-26,183,61
server_001_text_2,server_001,2026-05-26,60,60
server_001_text_1,server_001,2026-05-27,33,16
server_001_text_2,server_001,2026-05-27,37,12
server_001_text_1,server_001,2026-05-28,99,19
server_001_text_2,server_001,2026-05-28,79,26
server_001_text_1,server_001,2026-05-29,31,5
server_001_text_2,server_001,2026-05-29,57,49
server_001_text_1,server_001,2026-05-30,243,94
server_001_text_2,server_001,2026-05-30,202,67
server_001_text_1,server_001,2026-05-31,118,28
server_001_text_2,server_001,2026-05-31,185,28
server_001_text_1,server_001,2026-06-01,176,34
server_001_text_2,server_001,2026-06-01,66,16
server_001_text_1,server_001,2026-06-02,130,32
server_001_text_2,server_001,2026-06-02,222,74
server_001_text_1,server_001,2026-06-03,50,16
server_001_text_2,server_001,2026-06-03,61,20
server_001_text_1,server_001,2026-06-04,82,27
server_001_text_2,server_001,2026-06-04,183,45
server_001_text_1,server_001,2026-06-05,76,15
server_001_text_2,server_001,2026-06-05,70,35
server_001_text_1,server_001,2026-06-06,51,17
server_001_text_2,server_001,2026-06-06,280,41
server_001_text_1,server_001,2026-06-07,123,30
server_001_text_2,server_001,2026-06-07,180,36
server_001_text_1,server_001,2026-06-08,138,68
server_001_text_2,server_001,2026-06-08,126,63
server_001_text_1,server_001,2026-06-09,16,5
server_001_text_2,server_001,2026-06-09,199,39
server_001_text_1,server_001,2026-06-10,112,37
server_001_text_2,server_001,2026-06-10,169,84
server_001_text_1,server_001,2026-06-11,215,43
server_001_text_2,server_001,2026-06-11,188,62
server_001_text_1,server_001,2026-06-12,50,25
server_001_text_2,server_001,2026-06-12,73,35
server_001_text_1,server_001,2026-06-13,67,13
server_001_text_2,server_001,2026-06-13,170,51
server_001_text_1,server_001,2026-06-14,208,52
server_001_text_2,server_001,2026-06-14,239,119
server_001_text_1,server_001,2026-06-15,90,30
server_001_text_2,server_001,2026-06-15,212,35
server_001_text_1,server_001,2026-06-16,18,6
server_001_text_2,server_001,2026-06-16,6,1
server_002_text_1,server_002,2025-12-18,29,2
server_002_text_2,server_002,2025-12-18,79,2
server_002_text_3,server_002,2025-12-18,66,2
server_002_text_4,server_002,2025-12-18,40,2
server_002_text_1,server_002,2025-12-19,6,1
server_002_text_2,server_002,2025-12-19,11,2
server_002_text_3,server_002,2025-12-19,6,1
server_002_text_4,server_002,2025-12-19,23,2
server_002_text_1,server_002,2025-12-20,29,2
server_002_text_2,server_002,2025-12-20,81,2
server_002_text_3,server_002,2025-12-20,99,2
server_002_text_4,server_002,2025-12-20,80,2
server_002_text_1,server_002,2025-12-21,73,2
server_002_text_2,server_002,2025-12-21,71,2
server_002_text_3,server_002,2025-12-21,64,2
server_002_text_4,server_002,2025-12-21,179,2
server_002_text_1,server_002,2025-12-22,34,3
server_002_text_2,server_002,2025-12-22,3,3
server_002_text_3,server_002,2025-12-22,22,3
server_002_text_4,server_002,2025-12-22,60,3
server_002_text_1,server_002,2025-12-23,59,3
server_002_text_2,server_002,2025-12-23,41,3
server_002_text_3,server_002,2025-12-23,34,3
server_002_text_4,server_002,2025-12-23,29,3
server_002_text_1,server_002,2025-12-24,20,4
server_002_text_2,server_002,2025-12-24,18,3
server_002_text_3,server_002,2025-12-24,27,4
server_002_text_4,server_002,2025-12-24,10,4
server_002_text_1,server_002,2025-12-25,111,7
server_002_text_2,server_002,2025-12-25,52,7
server_002_text_3,server_002,2025-12-25,42,7
server_002_text_4,server_002,2025-12-25,80,7
server_002_text_1,server_002,2025-12-26,156,8
server_002_text_2,server_002,2025-12-26,43,8
server_002_text_3,server_002,2025-12-26,44,8
server_002_text_4,server_002,2025-12-26,52,8
server_002_text_1,server_002,2025-12-27,68,8
server_002_text_2,server_002,2025-12-27,102,8
server_002_text_3,server_002,2025-12-27,43,8
server_002_text_4,server_002,2025-12-27,135,8
server_002_text_1,server_002,2025-12-28,75,8
server_002_text_2,server_002,2025-12-28,70,8
server_002_text_3,server_002,2025-12-28,17,8
server_002_text_4,server_002,2025-12-28,116,8
server_002_text_1,server_002,2025-12-29,68,8
server_002_text_2,server_002,2025-12-29,19,8
server_002_text_3,server_002,2025-12-29,50,8
server_002_text_4,server_002,2025-12-29,94,8
server_002_text_1,server_002,2025-12-30,60,14
server_002_text_2,server_002,2025-12-30,87,14
server_002_text_3,server_002,2025-12-30,71,14
server_002_text_4,server_002,2025-12-30,51,12
server_002_text_1,server_002,2025-12-31,36,9
server_002_text_2,server_002,2025-12-31,25,5
server_002_text_3,server_002,2025-12-31,13,4
server_002_text_4,server_002,2025-12-31,26,15
server_002_text_1,server_002,2026-01-01,24,17
server_002_text_2,server_002,2026-01-01,37,17
server_002_text_3,server_002,2026-01-01,35,11
server_002_text_4,server_002,2026-01-01,166,17
server_002_text_1,server_002,2026-01-02,59,11
server_002_text_2,server_002,2026-01-02,59,18
server_002_text_3,server_002,2026-01-02,44,6
server_002_text_4,server_002,2026-01-02,130,18
server_002_text_1,server_002,2026-01-03,11,2
server_002_text_2,server_002,2026-01-03,14,3
server_002_text_3,server_002,2026-01-03,9,4
server_002_text_4,server_002,2026-01-03,25,8
server_002_text_1,server_002,2026-01-04,23,7
server_002_text_2,server_002,2026-01-04,104,18
server_002_text_3,server_002,2026-01-04,69,13
server_002_text_4,server_002,2026-01-04,52,10
server_002_text_1,server_002,2026-01-05,14,2
server_002_text_2,server_002,2026-01-05,14,4
server_002_text_3,server_002,2026-01-05,65,19
server_002_text_4,server_002,2026-01-05,31,6
server_002_text_1,server_002,2026-01-06,31,17
server_002_text_2,server_002,2026-01-06,15,3
server_002_text_3,server_002,2026-01-06,11,5
server_002_text_4,server_002,2026-01-06,26,6
server_002_text_1,server_002,2026-01-07,11,11
server_002_text_2,server_002,2026-01-07,9,3
server_002_text_3,server_002,2026-01-07,75,17
server_002_text_4,server_002,2026-01-07,20,17
server_002_text_1,server_002,2026-01-08,14,7
server_002_text_2,server_002,2026-01-08,99,19
server_002_text_3,server_002,2026-01-08,91,19
server_002_text_4,server_002,2026-01-08,11,1
server_002_text_1,server_002,2026-01-09,49,9
server_002_text_2,server_002,2026-01-09,36,18
server_002_text_3,server_002,2026-01-09,31,15
server_002_text_4,server_002,2026-01-09,22,7
server_002_text_1,server_002,2026-01-10,58,25
server_002_text_2,server_002,2026-01-10,7,3
server_002_text_3,server_002,2026-01-10,41,10
server_002_text_4,server_002,2026-01-10,235,25
server_002_text_1,server_002,2026-01-11,46,25
server_002_text_2,server_002,2026-01-11,172,25
server_002_text_3,server_002,2026-01-11,81,25
server_002_text_4,server_002,2026-01-11,112,18
server_002_text_1,server_002,2026-01-12,94,26
server_002_text_2,server_002,2026-01-12,43,10
server_002_text_3,server_002,2026-01-12,74,26
server_002_text_4,server_002,2026-01-12,17,17
server_002_text_1,server_002,2026-01-13,6,6
server_002_text_2,server_002,2026-01-13,150,27
server_002_text_3,server_002,2026-01-13,102,27
server_002_text_4,server_002,2026-01-13,47,23
server_002_text_1,server_002,2026-01-14,75,18
server_002_text_2,server_002,2026-01-14,21,10
server_002_text_3,server_002,2026-01-14,63,28
server_002_text_4,server_002,2026-01-14,33,28
server_002_text_1,server_002,2026-01-15,14,2
server_002_text_2,server_002,2026-01-15,22,4
server_002_text_3,server_002,2026-01-15,10,10
server_002_text_4,server_002,2026-01-15,12,3
server_002_text_1,server_002,2026-01-16,63,12
server_002_text_2,server_002,2026-01-16,53,10
server_002_text_3,server_002,2026-01-16,142,32
server_002_text_4,server_002,2026-01-16,62,20
server_002_text_1,server_002,2026-01-17,57,33
server_002_text_2,server_002,2026-01-17,34,17
server_002_text_3,server_002,2026-01-17,57,11
server_002_text_4,server_002,2026-01-17,120,24
server_002_text_1,server_002,2026-01-18,133,33
server_002_text_2,server_002,2026-01-18,113,33
server_002_text_3,server_002,2026-01-18,26,26
server_002_text_4,server_002,2026-01-18,30,10
server_002_text_1,server_002,2026-01-19,130,37
server_002_text_2,server_002,2026-01-19,37,4
server_002_text_3,server_002,2026-01-19,40,13
server_002_text_4,server_002,2026-01-19,102,37
server_002_text_1,server_002,2026-01-20,81,41
server_002_text_2,server_002,2026-01-20,18,9
server_002_text_3,server_002,2026-01-20,57,8
server_002_text_4,server_002,2026-01-20,4,2
server_002_text_1,server_002,2026-01-21,19,9
server_002_text_2,server_002,2026-01-21,47,7
server_002_text_3,server_002,2026-01-21,38,7
server_002_text_4,server_002,2026-01-21,64,12
server_002_text_1,server_002,2026-01-22,97,42
server_002_text_2,server_002,2026-01-22,78,15
server_002_text_3,server_002,2026-01-22,49,42
server_002_text_4,server_002,2026-01-22,79,26
server_002_text_1,server_002,2026-01-23,116,45
server_002_text_2,server_002,2026-01-23,117,39
server_002_text_3,server_002,2026-01-23,35,17
server_002_text_4,server_002,2026-01-23,16,16
server_002_text_1,server_002,2026-01-24,171,28
server_002_text_2,server_002,2026-01-24,20,4
server_002_text_3,server_002,2026-01-24,93,41
server_002_text_4,server_002,2026-01-24,62,41
server_002_text_1,server_002,2026-01-25,62,31
server_002_text_2,server_002,2026-01-25,13,6
server_002_text_3,server_002,2026-01-25,50,6
server_002_text_4,server_002,2026-01-25,67,33
server_002_text_1,server_002,2026-01-26,6,1
server_002_text_2,server_002,2026-01-26,87,51
server_002_text_3,server_002,2026-01-26,100,50
server_002_text_4,server_002,2026-01-26,32,16
server_002_text_1,server_002,2026-01-27,32,16
server_002_text_2,server_002,2026-01-27,99,33
server_002_text_3,server_002,2026-01-27,20,6
server_002_text_4,server_002,2026-01-27,191,31
server_002_text_1,server_002,2026-01-28,150,52
server_002_text_2,server_002,2026-01-28,55,52
server_002_text_3,server_002,2026-01-28,28,7
server_002_text_4,server_002,2026-01-28,123,41
server_002_text_1,server_002,2026-01-29,2,0
server_002_text_2,server_002,2026-01-29,3,0
server_002_text_3,server_002,2026-01-29,71,25
server_002_text_4,server_002,2026-01-29,5,5
server_002_text_1,server_002,2026-01-30,58,19
server_002_text_2,server_002,2026-01-30,128,32
server_002_text_3,server_002,2026-01-30,53,26
server_002_text_4,server_002,2026-01-30,61,57
server_002_text_1,server_002,2026-01-31,118,23
server_002_text_2,server_002,2026-01-31,49,49
server_002_text_3,server_002,2026-01-31,123,49
server_002_text_4,server_002,2026-01-31,42,42
server_002_text_1,server_002,2026-02-01,27,13
server_002_text_2,server_002,2026-02-01,43,24
server_002_text_3,server_002,2026-02-01,90,22
server_002_text_4,server_002,2026-02-01,34,11
server_002_text_1,server_002,2026-02-02,0,0
server_002_text_2,server_002,2026-02-02,0,0
server_002_text_3,server_002,2026-02-02,0,0
server_002_text_4,server_002,2026-02-02,0,0
server_002_text_1,server_002,2026-02-03,83,68
server_002_text_2,server_002,2026-02-03,25,8
server_002_text_3,server_002,2026-02-03,96,32
server_002_text_4,server_002,2026-02-03,19,9
server_002_text_1,server_002,2026-02-04,57,28
server_002_text_2,server_002,2026-02-04,54,18
server_002_text_3,server_002,2026-02-04,46,23
server_002_text_4,server_002,2026-02-04,78,68
server_002_text_1,server_002,2026-02-05,53,8
server_002_text_2,server_002,2026-02-05,43,14
server_002_text_3,server_002,2026-02-05,60,12
server_002_text_4,server_002,2026-02-05,55,29
server_002_text_1,server_002,2026-02-06,134,33
server_002_text_2,server_002,2026-02-06,22,4
server_002_text_3,server_002,2026-02-06,35,17
server_002_text_4,server_002,2026-02-06,26,13
server_002_text_1,server_002,2026-02-07,61,15
server_002_text_2,server_002,2026-02-07,268,53
server_002_text_3,server_002,2026-02-07,48,24
server_002_text_4,server_002,2026-02-07,13,2
server_002_text_1,server_002,2026-02-08,77,19
server_002_text_2,server_002,2026-02-08,108,46
server_002_text_3,server_002,2026-02-08,48,12
server_002_text_4,server_002,2026-02-08,85,28
server_002_text_1,server_002,2026-02-09,14,4
server_002_text_2,server_002,2026-02-09,33,8
server_002_text_3,server_002,2026-02-09,40,20
server_002_text_4,server_002,2026-02-09,64,21
server_002_text_1,server_002,2026-02-10,66,29
server_002_text_2,server_002,2026-02-10,47,29
server_002_text_3,server_002,2026-02-10,23,7
server_002_text_4,server_002,2026-02-10,35,7
server_002_text_1,server_002,2026-02-11,0,0
server_002_text_2,server_002,2026-02-11,0,0
server_002_text_3,server_002,2026-02-11,0,0
server_002_text_4,server_002,2026-02-11,0,0
server_002_text_1,server_002,2026-02-12,22,11
server_002_text_2,server_002,2026-02-12,26,6
server_002_text_3,server_002,2026-02-12,75,19
server_002_text_4,server_002,2026-02-12,49,8
server_002_text_1,server_002,2026-02-13,47,23
server_002_text_2,server_002,2026-02-13,63,15
server_002_text_3,server_002,2026-02-13,19,9
server_002_text_4,server_002,2026-02-13,71,17
server_002_text_1,server_002,2026-02-14,49,16
server_002_text_2,server_002,2026-02-14,45,42
server_002_text_3,server_002,2026-02-14,24,8
server_002_text_4,server_002,2026-02-14,138,34
server_002_text_1,server_002,2026-02-15,37,12
server_002_text_2,server_002,2026-02-15,52,17
server_002_text_3,server_002,2026-02-15,74,37
server_002_text_4,server_002,2026-02-15,53,13
server_002_text_1,server_002,2026-02-16,34,4
server_002_text_2,server_002,2026-02-16,62,12
server_002_text_3,server_002,2026-02-16,108,54
server_002_text_4,server_002,2026-02-16,90,18
server_002_text_1,server_002,2026-02-17,15,7
